Timestamp,Product,Buy Depth,Sell Depth,Trades
44900,PEARLS,{9995:26},{10002:-6;10005:-26},[{timestamp:44700; symbol:PEARLS; price:9996.0; quantity:1; buyer:; seller:}]
44900,BANANAS,{4945:26},{4950:-6;4952:-26},[{timestamp:44700; symbol:BANANAS; price:4945.0; quantity:1; buyer:; seller:}]
45000,PEARLS,{9995:26;9996:1},{10004:-1;10005:-26},[{timestamp:44700; symbol:PEARLS; price:9996.0; quantity:1; buyer:; seller:}]
45000,BANANAS,{4945:27},{4951:-1;4952:-26},[{timestamp:44700; symbol:BANANAS; price:4945.0; quantity:1; buyer:; seller:}]
45100,PEARLS,{9995:25;9996:2},{9998:-1;10004:-2;10005:-25},[{timestamp:44700; symbol:PEARLS; price:9996.0; quantity:1; buyer:; seller:}]
45100,BANANAS,{4945:27},{4951:-2;4952:-25},[{timestamp:44700; symbol:BANANAS; price:4945.0; quantity:1; buyer:; seller:}]
45200,PEARLS,{9995:27},{10005:-27},[{timestamp:45100; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
45200,BANANAS,{4945:27},{4952:-27},[{timestamp:44700; symbol:BANANAS; price:4945.0; quantity:1; buyer:; seller:}]
45300,PEARLS,{9995:28;9996:1},{9998:-1;10004:-1;10005:-28},[{timestamp:45100; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
45300,BANANAS,{4945:29},{4946:-1;4952:-29},[{timestamp:44700; symbol:BANANAS; price:4945.0; quantity:1; buyer:; seller:}]
45400,PEARLS,{9995:27;9996:1},{10004:-1;10005:-27},[{timestamp:45300; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
45400,BANANAS,{4946:28},{4952:-1;4953:-27},[{timestamp:44700; symbol:BANANAS; price:4945.0; quantity:1; buyer:; seller:}]
45500,PEARLS,{9995:23;9996:1},{10004:-1;10005:-23},[{timestamp:45300; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
45500,BANANAS,{4945:23;4946:1},{4952:-24},[{timestamp:44700; symbol:BANANAS; price:4945.0; quantity:1; buyer:; seller:}]
45600,PEARLS,{9995:24;9996:1},{10004:-1;10005:-24},[{timestamp:45300; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
45600,BANANAS,{4945:24;4946:1;4951:1},{4952:-25},[{timestamp:44700; symbol:BANANAS; price:4945.0; quantity:1; buyer:; seller:}]
45700,PEARLS,{9995:30;10002:4},{10005:-30},[{timestamp:45300; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
45700,BANANAS,{4945:30},{4952:-30},[{timestamp:45600; symbol:BANANAS; price:4951.0; quantity:1; buyer:; seller:}]
45800,PEARLS,{9995:24;9996:2},{10004:-2;10005:-24},[{timestamp:45300; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
45800,BANANAS,{4945:24;4946:2},{4952:-26},[{timestamp:45600; symbol:BANANAS; price:4951.0; quantity:1; buyer:; seller:}]
45900,PEARLS,{9995:21;9996:1},{10002:-1;10004:-1;10005:-21},[{timestamp:45300; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
45900,BANANAS,{4945:21;4946:1},{4950:-1;4952:-22},[{timestamp:45600; symbol:BANANAS; price:4951.0; quantity:1; buyer:; seller:}]
46000,PEARLS,{9995:25;9996:2},{9998:-5;10004:-2;10005:-25},[{timestamp:45300; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
46000,BANANAS,{4946:27},{4952:-2;4953:-25},[{timestamp:45600; symbol:BANANAS; price:4951.0; quantity:1; buyer:; seller:}]
46100,PEARLS,{9995:25;9996:2},{10004:-2;10005:-25},[{timestamp:46000; symbol:PEARLS; price:9996.0; quantity:2; buyer:; seller:};{timestamp:46000; symbol:PEARLS; price:9996.0; quantity:1; buyer:; seller:};{timestamp:46000; symbol:PEARLS; price:9998.0; quantity:5; buyer:; seller:}]
46100,BANANAS,{4945:27},{4946:-1;4952:-27},[{timestamp:45600; symbol:BANANAS; price:4951.0; quantity:1; buyer:; seller:}]
46200,PEARLS,{9995:28},{10005:-28},[{timestamp:46000; symbol:PEARLS; price:9996.0; quantity:2; buyer:; seller:};{timestamp:46000; symbol:PEARLS; price:9996.0; quantity:1; buyer:; seller:};{timestamp:46000; symbol:PEARLS; price:9998.0; quantity:5; buyer:; seller:}]
46200,BANANAS,{4945:28},{4946:-2;4952:-28},[{timestamp:45600; symbol:BANANAS; price:4951.0; quantity:1; buyer:; seller:}]
46300,PEARLS,{9995:22;9996:1},{10004:-1;10005:-22},[{timestamp:46000; symbol:PEARLS; price:9996.0; quantity:2; buyer:; seller:};{timestamp:46000; symbol:PEARLS; price:9996.0; quantity:1; buyer:; seller:};{timestamp:46000; symbol:PEARLS; price:9998.0; quantity:5; buyer:; seller:}]
46300,BANANAS,{4944:22;4945:1;4950:1},{4951:-23},[{timestamp:46200; symbol:BANANAS; price:4946.0; quantity:2; buyer:; seller:}]
46400,PEARLS,{9995:26},{10005:-26},[{timestamp:46000; symbol:PEARLS; price:9996.0; quantity:2; buyer:; seller:};{timestamp:46000; symbol:PEARLS; price:9996.0; quantity:1; buyer:; seller:};{timestamp:46000; symbol:PEARLS; price:9998.0; quantity:5; buyer:; seller:}]
46400,BANANAS,{4944:26},{4951:-26},[{timestamp:46200; symbol:BANANAS; price:4946.0; quantity:2; buyer:; seller:}]
46500,PEARLS,{9995:23;9996:2},{10002:-5;10004:-2;10005:-23},[{timestamp:46000; symbol:PEARLS; price:9996.0; quantity:2; buyer:; seller:};{timestamp:46000; symbol:PEARLS; price:9996.0; quantity:1; buyer:; seller:};{timestamp:46000; symbol:PEARLS; price:9998.0; quantity:5; buyer:; seller:}]
46500,BANANAS,{4944:25},{4945:-1;4949:-5;4951:-25},[{timestamp:46200; symbol:BANANAS; price:4946.0; quantity:2; buyer:; seller:}]
46600,PEARLS,{9995:21;9996:2},{10002:-2;10004:-2;10005:-21},[{timestamp:46000; symbol:PEARLS; price:9996.0; quantity:2; buyer:; seller:};{timestamp:46000; symbol:PEARLS; price:9996.0; quantity:1; buyer:; seller:};{timestamp:46000; symbol:PEARLS; price:9998.0; quantity:5; buyer:; seller:}]
46600,BANANAS,{4944:23;4947:4},{4949:-2;4951:-23},[{timestamp:46500; symbol:BANANAS; price:4945.0; quantity:1; buyer:; seller:}]
46700,PEARLS,{9995:22;9996:1},{10004:-1;10005:-22},[{timestamp:46000; symbol:PEARLS; price:9996.0; quantity:2; buyer:; seller:};{timestamp:46000; symbol:PEARLS; price:9996.0; quantity:1; buyer:; seller:};{timestamp:46000; symbol:PEARLS; price:9998.0; quantity:5; buyer:; seller:}]
46700,BANANAS,{4944:23},{4951:-23},[{timestamp:46500; symbol:BANANAS; price:4945.0; quantity:1; buyer:; seller:}]
46800,PEARLS,{9995:22;9996:1;9998:4},{10004:-1;10005:-22},[{timestamp:46800; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
46800,BANANAS,{4944:22;4945:6},{4951:-23},[{timestamp:46500; symbol:BANANAS; price:4945.0; quantity:1; buyer:; seller:}]
46900,PEARLS,{9995:26;9996:2},{10004:-2;10005:-26},[{timestamp:46800; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
46900,BANANAS,{4944:28;4950:1},{4951:-28},[{timestamp:46500; symbol:BANANAS; price:4945.0; quantity:1; buyer:; seller:}]
47000,PEARLS,{9995:20},{10002:-8;10005:-20},[{timestamp:46800; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
47000,BANANAS,{4944:20},{4949:-8;4951:-20},[{timestamp:46900; symbol:BANANAS; price:4950.0; quantity:1; buyer:; seller:}]
47100,PEARLS,{9995:24;9998:5},{10005:-24},[{timestamp:47000; symbol:PEARLS; price:9995.0; quantity:2; buyer:; seller:}]
47100,BANANAS,{4944:24;4945:4},{4951:-24},[{timestamp:47100; symbol:BANANAS; price:4945.0; quantity:1; buyer:; seller:}]
47200,PEARLS,{9995:29},{10005:-29},[{timestamp:47000; symbol:PEARLS; price:9995.0; quantity:2; buyer:; seller:}]
47200,BANANAS,{4944:29;4950:1},{4951:-29},[{timestamp:47100; symbol:BANANAS; price:4945.0; quantity:1; buyer:; seller:}]
47300,PEARLS,{9995:24},{10005:-24},[{timestamp:47000; symbol:PEARLS; price:9995.0; quantity:2; buyer:; seller:}]
47300,BANANAS,{4944:24},{4951:-24},[{timestamp:47200; symbol:BANANAS; price:4950.0; quantity:1; buyer:; seller:}]
47400,PEARLS,{9995:24;9996:2},{10002:-5;10004:-2;10005:-24},[{timestamp:47000; symbol:PEARLS; price:9995.0; quantity:2; buyer:; seller:}]
47400,BANANAS,{4945:26},{4950:-5;4951:-2;4952:-24},[{timestamp:47200; symbol:BANANAS; price:4950.0; quantity:1; buyer:; seller:}]
47500,PEARLS,{9995:28},{10005:-28},[{timestamp:47000; symbol:PEARLS; price:9995.0; quantity:2; buyer:; seller:}]
47500,BANANAS,{4944:28},{4950:-28},[{timestamp:47200; symbol:BANANAS; price:4950.0; quantity:1; buyer:; seller:}]
47600,PEARLS,{9995:21},{10005:-21},[{timestamp:47000; symbol:PEARLS; price:9995.0; quantity:2; buyer:; seller:}]
47600,BANANAS,{4943:21},{4950:-21},[{timestamp:47200; symbol:BANANAS; price:4950.0; quantity:1; buyer:; seller:}]
47700,PEARLS,{9995:23;9996:1},{9998:-1;10004:-1;10005:-23},[{timestamp:47600; symbol:PEARLS; price:9995.0; quantity:2; buyer:; seller:}]
47700,BANANAS,{4943:24},{4949:-1;4950:-23},[{timestamp:47600; symbol:BANANAS; price:4943.0; quantity:2; buyer:; seller:}]
47800,PEARLS,{9995:22},{9998:-1;10002:-8;10005:-22},[{timestamp:47700; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
47800,BANANAS,{4943:22},{4948:-8;4950:-22},[{timestamp:47600; symbol:BANANAS; price:4943.0; quantity:2; buyer:; seller:}]
47900,PEARLS,{9995:21;9998:1},{10005:-21},[{timestamp:47700; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
47900,BANANAS,{4943:21;4944:1},{4949:-21},[{timestamp:47600; symbol:BANANAS; price:4943.0; quantity:2; buyer:; seller:}]
48000,PEARLS,{9995:27;9996:2;9998:3},{10004:-2;10005:-27},[{timestamp:47700; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
48000,BANANAS,{4942:27;4943:5},{4949:-29},[{timestamp:47600; symbol:BANANAS; price:4943.0; quantity:2; buyer:; seller:}]
48100,PEARLS,{9995:29},{10005:-29},[{timestamp:47700; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
48100,BANANAS,{4942:29},{4949:-29},[{timestamp:47600; symbol:BANANAS; price:4943.0; quantity:2; buyer:; seller:}]
48200,PEARLS,{9995:25;9996:1},{10004:-1;10005:-25},[{timestamp:47700; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
48200,BANANAS,{4942:26},{4949:-26},[{timestamp:47600; symbol:BANANAS; price:4943.0; quantity:2; buyer:; seller:}]
48300,PEARLS,{9995:29},{10005:-29},[{timestamp:47700; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
48300,BANANAS,{4942:29;4948:1},{4949:-29},[{timestamp:47600; symbol:BANANAS; price:4943.0; quantity:2; buyer:; seller:}]
48400,PEARLS,{9995:22},{10005:-22},[{timestamp:47700; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
48400,BANANAS,{4942:22;4947:1},{4949:-22},[{timestamp:48300; symbol:BANANAS; price:4948.0; quantity:1; buyer:; seller:}]
48500,PEARLS,{9995:25},{10005:-25},[{timestamp:47700; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
48500,BANANAS,{4942:25},{4949:-25},[{timestamp:48300; symbol:BANANAS; price:4948.0; quantity:1; buyer:; seller:}]
48600,PEARLS,{9995:20;9996:2},{10002:-4;10004:-2;10005:-20},[{timestamp:47700; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
48600,BANANAS,{4942:22},{4947:-4;4948:-2;4949:-20},[{timestamp:48300; symbol:BANANAS; price:4948.0; quantity:1; buyer:; seller:}]
48700,PEARLS,{9995:21;10002:2},{10005:-21},[{timestamp:47700; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
48700,BANANAS,{4941:21},{4948:-21},[{timestamp:48300; symbol:BANANAS; price:4948.0; quantity:1; buyer:; seller:}]
48800,PEARLS,{9995:29;9996:2;9998:10},{10004:-2;10005:-29},[{timestamp:48700; symbol:PEARLS; price:10002.0; quantity:2; buyer:; seller:}]
48800,BANANAS,{4942:31;4943:10},{4949:-31},[{timestamp:48300; symbol:BANANAS; price:4948.0; quantity:1; buyer:; seller:}]
48900,PEARLS,{9995:24;9996:1;9998:3},{10004:-1;10005:-24},[{timestamp:48700; symbol:PEARLS; price:10002.0; quantity:2; buyer:; seller:}]
48900,BANANAS,{4941:24;4942:3},{4948:-25},[{timestamp:48900; symbol:BANANAS; price:4942.0; quantity:1; buyer:; seller:}]
49000,PEARLS,{9995:29},{10005:-29},[{timestamp:48700; symbol:PEARLS; price:10002.0; quantity:2; buyer:; seller:}]
49000,BANANAS,{4941:29},{4948:-29},[{timestamp:48900; symbol:BANANAS; price:4942.0; quantity:1; buyer:; seller:}]
49100,PEARLS,{9995:26;9998:3},{10005:-26},[{timestamp:48700; symbol:PEARLS; price:10002.0; quantity:2; buyer:; seller:}]
49100,BANANAS,{4941:26;4942:3},{4948:-26},[{timestamp:48900; symbol:BANANAS; price:4942.0; quantity:1; buyer:; seller:}]
49200,PEARLS,{9995:23;9996:2},{10004:-2;10005:-23},[{timestamp:49100; symbol:PEARLS; price:9998.0; quantity:2; buyer:; seller:}]
49200,BANANAS,{4940:25},{4946:-2;4947:-23},[{timestamp:49100; symbol:BANANAS; price:4942.0; quantity:2; buyer:; seller:}]
49300,PEARLS,{9995:29},{10005:-29},[{timestamp:49100; symbol:PEARLS; price:9998.0; quantity:2; buyer:; seller:}]
49300,BANANAS,{4940:29;4945:1},{4946:-29},[{timestamp:49100; symbol:BANANAS; price:4942.0; quantity:2; buyer:; seller:}]
49400,PEARLS,{9995:21;9996:1;9998:5},{10004:-1;10005:-21},[{timestamp:49100; symbol:PEARLS; price:9998.0; quantity:2; buyer:; seller:}]
49400,BANANAS,{4940:22;4941:5;4945:1},{4947:-22},[{timestamp:49300; symbol:BANANAS; price:4945.0; quantity:1; buyer:; seller:}]
49500,PEARLS,{9995:23},{10005:-23},[{timestamp:49100; symbol:PEARLS; price:9998.0; quantity:2; buyer:; seller:}]
49500,BANANAS,{4940:23},{4947:-23},[{timestamp:49300; symbol:BANANAS; price:4945.0; quantity:1; buyer:; seller:}]
49600,PEARLS,{9995:22},{10005:-22},[{timestamp:49100; symbol:PEARLS; price:9998.0; quantity:2; buyer:; seller:}]
49600,BANANAS,{4940:22},{4947:-22},[{timestamp:49300; symbol:BANANAS; price:4945.0; quantity:1; buyer:; seller:}]
49700,PEARLS,{9995:22;9996:2},{10002:-8;10004:-2;10005:-22},[{timestamp:49700; symbol:PEARLS; price:10002.0; quantity:1; buyer:; seller:}]
49700,BANANAS,{4941:24},{4946:-9;4947:-2;4948:-22},[{timestamp:49300; symbol:BANANAS; price:4945.0; quantity:1; buyer:; seller:}]
49800,PEARLS,{9995:21;9996:1},{9998:-1;10004:-1;10005:-21},[{timestamp:49700; symbol:PEARLS; price:10002.0; quantity:1; buyer:; seller:}]
49800,BANANAS,{4941:22},{4948:-22},[{timestamp:49300; symbol:BANANAS; price:4945.0; quantity:1; buyer:; seller:}]
49900,PEARLS,{9995:20;9996:2},{10004:-2;10005:-20},[{timestamp:49900; symbol:PEARLS; price:10002.0; quantity:1; buyer:; seller:}]
49900,BANANAS,{4941:22},{4946:-1;4947:-2;4948:-20},[{timestamp:49300; symbol:BANANAS; price:4945.0; quantity:1; buyer:; seller:}]
50000,PEARLS,{9995:29;9996:1},{10004:-1;10005:-29},[{timestamp:49900; symbol:PEARLS; price:10002.0; quantity:1; buyer:; seller:}]
50000,BANANAS,{4940:30;4943:1},{4947:-30},[{timestamp:49300; symbol:BANANAS; price:4945.0; quantity:1; buyer:; seller:}]
50100,PEARLS,{9995:30;9996:2},{10004:-2;10005:-30},[{timestamp:49900; symbol:PEARLS; price:10002.0; quantity:1; buyer:; seller:}]
50100,BANANAS,{4941:32},{4947:-2;4948:-30},[{timestamp:49300; symbol:BANANAS; price:4945.0; quantity:1; buyer:; seller:}]
50200,PEARLS,{9995:23;9996:2;9998:1},{10004:-2;10005:-23},[{timestamp:50100; symbol:PEARLS; price:10004.0; quantity:2; buyer:; seller:}]
50200,BANANAS,{4941:25;4942:1},{4948:-25},[{timestamp:50100; symbol:BANANAS; price:4947.0; quantity:2; buyer:; seller:}]
50300,PEARLS,{9995:25;9996:1},{10002:-5;10004:-1;10005:-25},[{timestamp:50300; symbol:PEARLS; price:10002.0; quantity:1; buyer:; seller:}]
50300,BANANAS,{4941:25;4942:1},{4946:-6;4948:-26},[{timestamp:50100; symbol:BANANAS; price:4947.0; quantity:2; buyer:; seller:}]
50400,PEARLS,{9995:29;9996:1;10002:4},{10004:-1;10005:-29},[{timestamp:50300; symbol:PEARLS; price:10002.0; quantity:1; buyer:; seller:}]
50400,BANANAS,{4941:29;4942:1},{4948:-30},[{timestamp:50100; symbol:BANANAS; price:4947.0; quantity:2; buyer:; seller:}]
50500,PEARLS,{9995:28;9996:1;10002:4},{10004:-1;10005:-28},[{timestamp:50400; symbol:PEARLS; price:10002.0; quantity:4; buyer:; seller:}]
50500,BANANAS,{4941:28;4942:1},{4948:-29},[{timestamp:50100; symbol:BANANAS; price:4947.0; quantity:2; buyer:; seller:}]
50600,PEARLS,{9995:23;9996:1},{10004:-1;10005:-23},[{timestamp:50400; symbol:PEARLS; price:10002.0; quantity:4; buyer:; seller:}]
50600,BANANAS,{4942:24;4947:1},{4948:-1;4949:-23},[{timestamp:50100; symbol:BANANAS; price:4947.0; quantity:2; buyer:; seller:}]
50700,PEARLS,{9995:25},{10002:-3;10005:-25},[{timestamp:50400; symbol:PEARLS; price:10002.0; quantity:4; buyer:; seller:}]
50700,BANANAS,{4941:25},{4943:-1;4946:-3;4948:-25},[{timestamp:50600; symbol:BANANAS; price:4947.0; quantity:1; buyer:; seller:}]
50800,PEARLS,{9995:24},{9998:-1;10002:-6;10005:-24},[{timestamp:50400; symbol:PEARLS; price:10002.0; quantity:4; buyer:; seller:}]
50800,BANANAS,{4941:24},{4946:-6;4948:-24},[{timestamp:50700; symbol:BANANAS; price:4943.0; quantity:1; buyer:; seller:}]
50900,PEARLS,{9995:26;9996:1},{10004:-1;10005:-26},[{timestamp:50800; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
50900,BANANAS,{4941:27},{4948:-27},[{timestamp:50700; symbol:BANANAS; price:4943.0; quantity:1; buyer:; seller:}]
51000,PEARLS,{9995:22;9996:2},{10004:-2;10005:-22},[{timestamp:50800; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
51000,BANANAS,{4941:22;4942:2},{4948:-24},[{timestamp:50700; symbol:BANANAS; price:4943.0; quantity:1; buyer:; seller:}]
51100,PEARLS,{9995:26;9996:1},{10004:-1;10005:-26},[{timestamp:50800; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
51100,BANANAS,{4941:27},{4948:-27},[{timestamp:50700; symbol:BANANAS; price:4943.0; quantity:1; buyer:; seller:}]
51200,PEARLS,{9995:30;9996:2},{10004:-2;10005:-30},[{timestamp:50800; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
51200,BANANAS,{4940:30;4941:2},{4947:-32},[{timestamp:50700; symbol:BANANAS; price:4943.0; quantity:1; buyer:; seller:}]
51300,PEARLS,{9995:23;9996:2},{10004:-2;10005:-23},[{timestamp:50800; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
51300,BANANAS,{4941:25},{4947:-25},[{timestamp:50700; symbol:BANANAS; price:4943.0; quantity:1; buyer:; seller:}]
51400,PEARLS,{9995:23},{10005:-23},[{timestamp:50800; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
51400,BANANAS,{4941:23},{4948:-23},[{timestamp:50700; symbol:BANANAS; price:4943.0; quantity:1; buyer:; seller:}]
51500,PEARLS,{9995:20;9996:2},{10004:-2;10005:-20},[{timestamp:50800; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
51500,BANANAS,{4941:22},{4948:-22},[{timestamp:50700; symbol:BANANAS; price:4943.0; quantity:1; buyer:; seller:}]
51600,PEARLS,{9995:29;9996:2},{10004:-2;10005:-29},[{timestamp:50800; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
51600,BANANAS,{4941:31},{4947:-2;4948:-29},[{timestamp:50700; symbol:BANANAS; price:4943.0; quantity:1; buyer:; seller:}]
51700,PEARLS,{9995:30;9996:2},{10002:-5;10004:-2;10005:-30},[{timestamp:50800; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
51700,BANANAS,{4941:32},{4946:-5;4947:-2;4948:-30},[{timestamp:50700; symbol:BANANAS; price:4943.0; quantity:1; buyer:; seller:}]
51800,PEARLS,{9995:24;9996:2},{10004:-2;10005:-24},[{timestamp:50800; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
51800,BANANAS,{4941:24;4942:2},{4948:-26},[{timestamp:50700; symbol:BANANAS; price:4943.0; quantity:1; buyer:; seller:}]
51900,PEARLS,{9995:26;9996:1},{10002:-6;10004:-1;10005:-26},[{timestamp:50800; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
51900,BANANAS,{4941:27},{4946:-6;4948:-27},[{timestamp:50700; symbol:BANANAS; price:4943.0; quantity:1; buyer:; seller:}]
52000,PEARLS,{9995:23;9996:1;10000:3},{10004:-1;10005:-23},[{timestamp:50800; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
52000,BANANAS,{4941:24},{4947:-1;4948:-23},[{timestamp:50700; symbol:BANANAS; price:4943.0; quantity:1; buyer:; seller:}]
52100,PEARLS,{9995:30},{10005:-30},[{timestamp:50800; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
52100,BANANAS,{4940:30},{4947:-30},[{timestamp:50700; symbol:BANANAS; price:4943.0; quantity:1; buyer:; seller:}]
52200,PEARLS,{9995:28},{10002:-3;10005:-28},[{timestamp:50800; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
52200,BANANAS,{4941:28},{4946:-3;4948:-28},[{timestamp:50700; symbol:BANANAS; price:4943.0; quantity:1; buyer:; seller:}]
52300,PEARLS,{9995:21},{10002:-3;10005:-21},[{timestamp:50800; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
52300,BANANAS,{4940:21},{4945:-2;4947:-21},[{timestamp:52300; symbol:BANANAS; price:4946.0; quantity:1; buyer:; seller:}]
52400,PEARLS,{9995:22;9996:2;10000:6},{10004:-2;10005:-22},[{timestamp:50800; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
52400,BANANAS,{4940:22;4941:2},{4947:-24},[{timestamp:52300; symbol:BANANAS; price:4946.0; quantity:1; buyer:; seller:}]
52500,PEARLS,{9995:30;9996:1},{10004:-1;10005:-30},[{timestamp:50800; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
52500,BANANAS,{4940:30;4941:1},{4947:-31},[{timestamp:52300; symbol:BANANAS; price:4946.0; quantity:1; buyer:; seller:}]
52600,PEARLS,{9995:23;9996:1},{9998:-2;10004:-1;10005:-23},[{timestamp:50800; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
52600,BANANAS,{4941:24},{4947:-1;4948:-23},[{timestamp:52300; symbol:BANANAS; price:4946.0; quantity:1; buyer:; seller:}]
52700,PEARLS,{9995:29},{9998:-1;10005:-29},[{timestamp:50800; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
52700,BANANAS,{4941:29},{4948:-29},[{timestamp:52300; symbol:BANANAS; price:4946.0; quantity:1; buyer:; seller:}]
52800,PEARLS,{9995:24},{9998:-1;10005:-24},[{timestamp:52700; symbol:PEARLS; price:9995.0; quantity:2; buyer:; seller:};{timestamp:52700; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
52800,BANANAS,{4941:24},{4948:-24},[{timestamp:52700; symbol:BANANAS; price:4941.0; quantity:2; buyer:; seller:}]
52900,PEARLS,{9995:30;9996:1},{10004:-1;10005:-30},[{timestamp:52700; symbol:PEARLS; price:9995.0; quantity:2; buyer:; seller:};{timestamp:52700; symbol:PEARLS; price:9998.0; quantity:1; buyer:; seller:}]
